1.227762403091680721e+00,2.533249716983753189e-02,1.542808856547788626e-02,2.769006853155551312e-02,3.286514169668096341e-02,5.757084843400261942e-01,3.993142717466854341e-01,2.289264484176209424e-01,2.372551585376980465e-01,1.369060041441857722e-01,2.165622390559394581e-02,1.161412180314148057e-01,3.555323307761871360e-02,3.118145682237728755e-02,3.676960284442419569e-02,3.896981122216414128e-02,3.970155150047771642e-02,4.269964551655644480e-02,4.095008963077166608e-02,3.831593053607290633e-02,5.928906615339619296e-02,2.562146700121439510e-02,2.021421260203845258e-02,3.585204388669478714e-02,4.825711126413222835e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.526120231345026029e-02,1.210143461980761170e+00,2.187208316225643795e-02,5.205866459493095622e-02,5.595875021662800874e-02,2.105122371577889187e-02,3.744042575781662829e-02,3.209301938561345824e-02,3.314714311941614061e-02,4.901954388455158351e-02,9.607061593491493523e-02,6.760669718695758168e-02,1.165812175367699627e-01,8.461803170138904040e-02,5.713165952401372261e-02,4.042348759607842373e-02,3.571586260717311834e-02,4.848722518637878232e-02,3.451139003959363682e-02,3.508735467516618800e-02,2.322339769081636571e-02,2.518918473243501044e-01,6.046819419477478946e-02,4.882972735088406124e-02,2.465165557310451672e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.526567496357092782e-02,1.630461357569947325e-02,1.024366780884504280e+00,4.997943866240713018e-02,5.236468715760595610e-02,1.594166123727562209e-02,2.668501304789364786e-02,2.578437885144580638e-02,2.757679108264095985e-02,3.118249708992197611e-02,5.339975066315103547e-01,7.766158973143230670e-02,4.788294786838672573e-02,5.656566100329992602e-02,3.971449380424411923e-02,3.175455206908768535e-02,2.915976685774564550e-02,3.592438753953156039e-02,2.595314710495535276e-02,2.621439960884672238e-02,2.012247834281512965e-02,4.169645605921554199e-02,5.148644584498714982e-01,2.129256344341069404e-02,2.580309895185036242e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.499449250283598559e-03,2.189425202068712162e-02,1.272911203971787385e-02,1.148729836004173999e+00,2.373950737172287814e-02,9.269907268625192376e-03,1.273731307796005172e-02,1.353391071776128066e-02,2.133983109952609231e-02,3.468781157324738601e-02,1.239705602447776882e-02,2.397098060529529936e-02,3.208823324367169466e-02,2.890989727984483726e-01,1.257474542385919325e-01,7.133201495913485402e-02,5.988324944806622252e-02,9.465993296912064703e-02,4.423864242083637432e-02,4.616260362766992642e-02,2.679911642333668298e-02,1.914107417504037900e-02,1.117392788898524843e-02,1.425971821326137666e-02,2.144456503493646568e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.277653408076817335e-03,1.155389829234354689e-02,1.447196707223867840e-01,1.506304889387405886e-02,1.033213555980173837e+00,7.353760842236659739e-03,9.894701724359619699e-03,9.981351567340085787e-03,1.079331488817657746e-02,1.360661957579002365e-02,7.829597246629187157e-02,2.663544399966151152e-02,9.963560992870319766e-02,1.539955456128145293e-02,1.321499943616019287e-02,1.203399057257603655e-02,1.225585492023119165e-02,1.590917027105416548e-02,1.287342559063342669e-02,1.304536549907772854e-02,6.958151141762173274e-03,1.171424002138699016e-02,7.461631739764081062e-02,7.967354449176969333e-03,1.385359629748436801e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.484445988462188559e-01,2.211715196892783883e-02,1.540722204217696498e-02,3.145054035767606143e-02,3.363177080320182977e-02,1.352162324359529988e+00,7.530686897859545370e-02,1.056080543167934177e-01,6.298182447916439441e-02,5.213357045259712358e-02,2.431815735467564646e-02,8.009660781613678338e-02,3.305762414259630355e-02,3.725628336761157428e-02,3.923009504610413395e-02,4.524584122609128650e-02,3.918870244265923453e-02,4.546658846425646883e-02,4.783514019140646528e-02,4.356143569585999714e-02,2.859570890473009039e-02,3.276195184551163042e-02,2.474933911757440375e-02,4.129818289274502646e-02,5.174102356875102948e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.161297217974307461e-03,1.242477631148513131e-02,6.632551359141676886e-03,9.533159516227277322e-03,1.519996413768079542e-02,1.068716340867299774e-02,1.613371445101940083e+00,6.643874018197274411e-01,5.888093821741092332e-02,7.476739408644596241e-02,7.898211533724166025e-03,2.237456114621023950e-02,1.611382043497720101e-02,1.195472512170613413e-02,1.623380049191911270e-02,1.691833403986810550e-02,1.998372856583618268e-02,1.656522754499046776e-02,1.434964824751678095e-02,1.820505671903704242e-02,5.286181024777572568e-02,8.951949427916763499e-03,9.098224602185227272e-03,1.515005945740108273e-02,1.487694805964965596e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.714746759695345367e-03,1.382825838865037182e-02,5.834557177656855137e-03,8.458119376104323087e-03,1.050966664318078725e-02,9.280422329041202248e-03,1.616839734306212834e-02,1.171321636051827042e+00,3.745290569249781071e-02,1.758460399087326612e-02,7.466835667836031927e-03,1.150964048281749759e-02,1.562920049246423193e-02,8.336902804241128756e-03,1.029810767376920788e-02,1.402916707092428591e-02,1.911253390142848840e-02,1.235942923975827043e-02,1.144384585015195167e-02,1.397831231605997301e-02,1.125182873480070310e-02,8.696169498683794033e-03,1.049942525526754294e-02,1.841842229700326253e-02,1.253312918736786477e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.334703906000055874e-03,3.336046567850213529e-02,6.490379168120945230e-03,1.152336847411268052e-02,9.334450206676265724e-03,7.858349561554565585e-03,1.009423757994682043e-02,1.155334016463501270e-02,1.496779412976474877e+00,4.768217216944634768e-02,8.115481326566418782e-03,1.189850356331573038e-02,1.583458460025197537e-02,1.019669279618406338e-02,2.543174295274210073e-02,1.380837994647318885e-02,2.688696314619682184e-02,1.330669439954516343e-02,1.214280847966985911e-02,1.315547269104077807e-02,1.793554640410590512e-02,1.212091294474408609e-02,7.014414646783696111e-03,7.534068826979765585e-03,1.685035554524868390e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.152528069754683859e-02,1.159693587130358403e-02,8.048648702379075301e-03,1.430697569637854293e-02,1.831462244341955370e-02,3.512219724311615998e-02,2.385998357689851634e-02,3.112436457052866062e-02,3.765194972311913801e-02,1.361091734097753969e+00,1.054742430521387296e-02,3.067965339141098466e-02,3.820916021905328835e-02,1.482663409114127161e-02,2.179741228062364797e-02,2.576458692021472638e-02,2.302215564478671261e-02,3.161732819219026380e-02,3.174837116547120364e-02,2.790162107429759036e-02,1.805538561076630230e-02,1.423390236512940207e-02,1.005594349070365254e-02,1.490417017845496565e-02,3.678520449503090706e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
