1.468378924146386683e+08,2.015164392216536216e+05,2.971777225697452650e+03,2.502209525401094288e+04,1.802037731234834428e+04,4.530480769418542385e+08,7.028236741096417606e+07,5.751950111822706647e+06,2.646854538666165620e+07,1.805023606130183116e+07,9.404443003147198397e+03,5.135386304789391905e+07,2.073137921916095365e+05,3.401622721787812770e+04,8.446464522883463360e+04,6.893131074812987936e+04,3.621715163950060378e+04,4.953066596895399562e+04,2.583771558567345892e+03,0.000000000000000000e+00,2.193471404963249806e+06,6.478342067859928648e+04,6.605369043182879523e+02,0.000000000000000000e+00
6.166022039962840499e+05,3.430267153349017352e+07,8.834140098414196109e+04,7.884843041768647963e+05,1.113791518900267314e+06,2.856325472341914661e+06,1.529835416143064387e+06,4.561361409369884059e+05,2.959974130382336443e+05,3.415415288316822145e+06,2.176938381180315092e+07,2.311066855447899178e+07,3.275259389433315396e+07,2.414042028813779354e+07,4.465075028869100497e+05,5.660074970450929832e+05,7.789330194605782162e+04,1.751285803864611371e+05,3.494116308545543461e+02,1.703665195415182825e+04,1.366660553666452761e+05,7.830129528548447788e+07,1.464749798781948164e+06,0.000000000000000000e+00
0.000000000000000000e+00,5.273704168053495960e+04,8.231510933895329945e+05,3.830841432488427381e+04,3.330728567923045921e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.832868748805139330e+04,1.800966901225574017e+08,1.787947158541635424e+07,1.297614440107531846e+06,1.250457555928422837e+06,6.113744177779034944e+05,9.348211485468905885e+05,5.693003108797910390e+05,6.856409022174375423e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.817953318422622979e+06,2.298551064134743065e+07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333615218868702836e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.858775196609749401e+05,5.347208388148302212e+06,1.681585744392614346e+06,1.815779839477311969e+08,4.031554967723177746e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.160835759353040952e-01,0.000000000000000000e+00,9.720795656743874133e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.079437734270632973e+03,1.006438487668932183e+06,1.580919248965866864e+07,3.624768074560585665e+05,1.705637593336524209e+06,6.912394496953123016e+05,1.218412318101796882e+04,6.203479750057645106e+03,1.220851959445636021e+04,6.861651751048214501e+05,1.994883296608870296e+04,9.311229615474550053e+06,4.517440686412309855e+07,4.175263012521316414e+05,1.178695605324334902e+05,1.508186283383042319e+05,1.562147020028197148e+05,4.761097981611037394e+05,6.952396435975850909e+04,4.408536102820682572e+03,2.713557885423568223e+04,2.196024731893180287e+05,0.000000000000000000e+00,0.000000000000000000e+00
9.542979263125012815e+07,3.928895968875655672e+05,1.030543659869390394e+05,7.478432934517639223e+05,4.982843163162950659e+05,2.695056008361043930e+08,9.041244531661274377e+05,1.306688415134193935e+07,1.221691047588275280e+06,1.695412532898785081e+06,1.810120247219130630e+06,3.312554939151478931e+07,1.636688555789521430e+06,6.987503483621070161e+06,2.323626539164425805e+06,5.934622892158034258e+06,2.564726751623012591e+06,3.335702350849819835e+06,5.278121146877249703e+06,5.447409866663876455e+05,4.909973087141194846e+05,3.778752782896901481e+06,2.819317319302654942e+05,2.667223587837467203e+05
4.030542967567354208e+04,9.691464731180304079e+04,2.165542604152096828e+04,4.825934859177874023e+04,2.416018479708507366e+05,6.461618711139759980e+05,1.420263618793788552e+08,1.328745021936024725e+08,3.395648124757694080e+06,1.033407105473079160e+07,4.929075106185152254e+04,6.289326338488097303e+06,2.441410790602381749e+05,1.682515585662265948e+05,8.478115132836175617e+05,1.003434854551538243e+06,1.002635307118043536e+06,7.010196439191553509e+05,4.041388367861607694e+05,1.783685688852594176e+05,2.930574644024291076e+06,5.770323976137165118e+03,1.761907491286668346e+03,5.847372731542848669e+03
1.805727193431384221e+05,1.405554755225714529e+06,2.058585196398226835e+05,2.695394381783716963e+05,3.157510213915028144e+05,3.836036089893465862e+06,2.045669872654456180e+06,5.227345451627048105e+07,4.533922910910875537e+06,2.366193041876795236e+06,5.343999065293346066e+05,3.948012952386566903e+06,3.704423742949312087e+06,8.321944568417466944e+05,8.760764953062564600e+05,3.159354590814402793e+06,5.575356596375440247e+06,1.664235797090908047e+06,1.356146744354932569e+06,3.463042395207817899e+05,6.171092909689041553e+05,5.914561045312343631e+05,2.084191927167645772e+05,2.605316582213242364e+05
2.980379171892699669e+05,3.412288303127962630e+06,1.940863868172231014e+05,3.176233292488640291e+05,7.484971619203356386e+04,9.689619335316792130e+05,4.063518323217106517e+05,4.482726506124493317e+05,8.409034345641238987e+07,7.618194498871328309e+06,1.090088858712222136e+05,1.987244551267292816e+06,1.856339475108658895e+06,2.145497415311714285e+05,4.100683795548981987e+06,1.344102466502306983e+06,6.823185995624778792e+06,8.828055285992122954e+05,6.547804535851324908e+05,1.485677515630638809e+05,9.183328363634304842e+05,1.407737320346754277e+05,1.987451663883138963e+03,1.658504684882986567e+03
9.304942445227622520e+05,2.792150099059498825e+04,1.225142962200866896e+04,1.810613916311626090e+05,2.628736203531324863e+05,1.620693256889890134e+07,1.277787461336791748e+06,2.309189090359213296e+06,2.535314543565307744e+06,1.004779630523163229e+08,2.180564333051828144e+05,1.048096152460759878e+07,8.946104193953908980e+06,4.095058296288939891e+05,1.679938790456302697e+06,3.129519995851187967e+06,1.601515529184373328e+06,4.416788047799636610e+06,3.950654064572215080e+06,3.647148048515340197e+05,6.428840087270229124e+05,3.326019045077519258e+05,6.011391047094924943e+03,9.963148104281774067e+03
